Martial status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Year
single,7,1,9147,daytime,40,110,PT,37,37,9,9,110,0,,male,0,52,0,11,15,26,14,10.466666666666669,0,2014
single,1,1,9853,daytime,1,130,PT,19,12,9,4,133.2,0,,male,0,19,0,0,6,6,6,14.166666666666666,0,2008
single,44,1,9238,daytime,39,140,PT,38,19,5,0,141.8,0,,male,0,21,0,3,6,7,6,12.571428571428571,0,2015
single,18,1,9500,daytime,1,124,PT,38,37,9,7,119.3,0,,male,0,19,0,0,8,8,8,13.11625,0,2009
single,1,2,9500,daytime,1,99,PT,1,3,5,10,100,0,,female,0,19,0,0,7,9,7,11.975,0,2014
single,1,3,171,daytime,1,140,PT,37,37,9,9,124.3,0,,female,0,18,0,0,0,0,0,0,0,2008
single,1,3,9500,daytime,1,150,PT,19,19,5,5,132.8,0,,male,1,18,0,0,8,8,8,13.01125,0,2009
single,39,2,8014,evening,1,141,PT,37,37,9,9,150.5,0,,male,0,29,0,0,6,7,6,13.166666666666666,0,2015
single,1,1,9238,daytime,1,136,PT,19,38,9,9,121.7,0,,male,1,20,0,0,6,9,6,11.875,0,2013
single,1,2,9500,daytime,1,132,PT,37,37,5,7,127.5,0,,male,0,20,0,0,8,8,8,12.48375,0,2009
single,17,3,9085,daytime,1,121,PT,38,1,9,9,111.9,0,,female,0,21,0,0,5,11,0,0,0,2010
single,17,2,9670,daytime,1,110,PT,1,1,4,10,115.3,0,,female,0,19,0,0,6,8,6,13.857142857142858,0,2012
single,18,6,9500,daytime,1,144,PT,1,1,3,6,130.8,0,,male,0,18,0,0,8,11,7,12.771428571428572,0,2011
single,1,1,9070,daytime,1,124,PT,37,37,9,9,125.4,0,1,female,0,19,0,0,6,6,6,13.5,0,2009
single,1,1,171,daytime,1,141,PT,3,1,4,4,142.8,0,,male,0,18,0,0,0,0,0,0,0,2015
single,53,1,9085,daytime,42,160,PT,1,19,4,6,155.7,0,1,male,0,27,0,7,12,17,11,14.727272727272728,0,2017
single,1,5,9773,daytime,1,110,PT,19,38,3,5,117.4,0,1,male,0,20,0,0,6,7,6,13.833333333333334,0,2016
single,43,1,9500,daytime,1,141,PT,4,19,4,10,100,0,1,female,0,18,0,0,7,7,7,11.828571428571427,0,2014
single,1,1,9500,daytime,1,134,PT,38,19,3,10,121.2,0,1,male,0,19,0,0,7,10,7,13.47,0,2012
single,1,4,9500,daytime,1,137,PT,19,38,9,3,125,0,,male,0,19,0,0,7,7,6,14.616666666666667,0,2008
single,1,1,9670,daytime,1,131,PT,38,38,9,9,127.9,0,,male,1,19,0,0,5,5,5,12.8,0,2009
single,1,1,9991,evening,1,130,PT,2,37,3,9,131.4,0,,female,0,34,0,0,5,6,5,12.4,0,2014
single,1,2,9670,daytime,1,131,PT,1,19,4,7,135.9,0,,male,1,18,0,0,6,6,6,13.166666666666666,0,2017
,7,1,9070,daytime,40,120,PT,1,19,3,9,120,0,,male,0,21,0,9,13,14,13,13.615384615384617,1,2014
,43,5,9238,daytime,,101,GU,37,19,9,7,119.9,1,,male,0,22,1,5,11,16,9,10.88888888888889,0,2009
single,1,4,9500,daytime,1,132,PT,1,37,4,7,121.8,0,,male,1,19,0,0,8,8,7,13.6,0,2011
divorced,39,1,8014,evening,1,160,PT,37,37,5,5,126,0,,male,1,38,0,4,9,13,8,12.88888888888889,0,2014
single,1,1,9500,daytime,1,131,PT,1,1,9,9,122,0,1,male,0,19,0,0,8,8,7,15,0,2011
single,1,5,9070,daytime,1,124,PT,37,37,9,9,113.9,0,1,male,0,20,0,0,6,6,6,11.166666666666666,0,2008
single,1,1,171,daytime,1,138,PT,1,40,4,3,149.9,0,,male,0,20,0,0,0,0,0,0,0,2016
single,1,5,9773,daytime,1,138,PT,19,19,9,9,139.4,0,,male,0,18,0,0,6,7,5,12.8,0,2010
singel,1,1,9238,daytime,1,133,PT,34,37,4,9,134.4,0,,male,1,18,0,0,6,6,6,12.166666666666666,0,2009
single,1,4,171,daytime,1,131,PT,1,1,0,3,149.9,0,,female,0,18,0,0,0,0,0,0,0,2016
single,17,2,9085,daytime,1,166,PT,1,19,4,3,158.7,0,,male,0,18,0,0,6,7,6,14.857142857142858,0,2016
single,17,4,9670,daytime,1,120,PT,1,19,5,5,117.2,0,1,male,0,18,0,0,6,8,6,11.875,0,2016
single,1,1,9238,daytime,1,143,PT,19,1,9,9,144.4,0,1,male,0,20,0,0,6,7,6,13.5,0,2010
single,1,1,9500,daytime,1,148,PT,1,1,9,9,127,0,,female,0,,0,0,8,8,7,12.84142857142857,0,2010
singel,1,1,9773,daytime,1,142,PT,19,37,4,7,141.3,0,1,male,1,19,0,0,6,7,6,14.714285714285714,0,2014
single,17,1,9254,daytime,1,148,PT,1,1,4,8,145.2,0,1,female,0,20,0,0,6,7,6,13.714285714285714,0,2013
single,1,6,9500,daytime,1,144,PT,1,19,9,4,130.8,0,,male,1,19,0,0,8,8,7,14.214285714285714,0,2011
single,1,3,171,daytime,1,139,PT,37,19,9,8,142.2,0,1,female,1,20,0,6,12,12,12,14.583333333333334,0,2017
single,1,3,9773,daytime,1,135,PT,38,38,5,8,133.3,0,,male,1,18,0,0,6,6,6,14.833333333333334,0,2017
single,17,1,9085,daytime,1,128,PT,2,19,2,4,123.3,0,,male,1,20,0,0,6,6,6,14.833333333333334,0,2017
single,1,4,9500,daytime,1,122,PT,19,38,7,7,117.1,0,1,male,1,18,0,0,7,7,7,14.572857142857142,0,2015
single,17,2,9238,daytime,1,133,PT,37,37,3,9,119.7,0,,male,1,18,0,0,6,9,6,11.333333333333334,0,2012
single,1,2,9500,daytime,1,134,PT,1,1,5,3,128.4,0,1,male,0,18,0,0,7,7,7,13.471428571428572,0,2013
single,1,1,9070,daytime,1,144,PT,1,1,3,5,127.2,0,1,male,1,,0,0,6,6,6,12.666666666666666,0,2010
singel,1,1,9238,daytime,1,124,PT,37,38,9,3,114.2,0,1,male,0,18,0,0,6,13,4,11,0,2012
single,39,1,9003,daytime,1,133.1,PT,38,37,9,4,120,0,,female,0,30,0,0,6,10,6,11.375,0,2014
single,17,1,9130,daytime,1,145,PT,38,37,9,7,129.3,0,,male,0,19,0,0,5,5,5,11.8,0,2010
married,43,1,8014,evening,1,110,PT,37,19,9,3,100,0,1,male,0,34,0,9,11,17,9,12.333333333333334,0,2009
single,1,4,9670,daytime,1,128,PT,38,38,3,7,121,0,,male,0,19,0,0,6,8,6,13.5,0,2016
single,44,2,9238,daytime,39,150,PT,3,19,4,9,147,0,1,male,0,19,0,3,6,6,6,14.166666666666666,0,2015
single,17,1,9670,daytime,1,133.1,PT,1,37,4,5,150,0,,female,0,21,0,0,6,8,6,14.75,0,2016
married,1,1,9003,daytime,1,131,PT,19,38,5,5,118.4,0,,male,0,20,0,0,6,11,6,14.125,0,2014
single,1,1,9238,daytime,1,133,PT,1,19,9,9,132,0,,female,1,20,0,0,6,11,5,11.142857142857142,0,2013
single,1,1,9773,daytime,1,144,PT,37,37,8,8,138.4,0,,male,0,18,0,0,6,7,6,13.428571428571429,0,2014
single,1,1,9085,daytime,1,144,,3,3,6,6,137.6,0,,male,1,19,1,0,5,6,5,15.4,0,2010
