Martial status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Debtor,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Year,Target
single,1,1,9500,daytime,1.0,141.0,PT,3.0,1,9,9,124.3,0,male,0,19.0,0,0,8,8,7,14.514285714285714,0,2011,Enrolled
single,1,2,9670,daytime,1.0,117.0,PT,37.0,37,9,9,111.8,0,male,0,22.0,0,0,5,8,3,12.0,0,2008,Enrolled
single,1,2,9500,daytime,1.0,117.0,PT,19.0,1,4,7,112.1,0,male,1,20.0,0,0,7,9,5,13.188,0,2016,Enrolled
married,39,1,9500,daytime,1.0,130.0,PT,37.0,37,191,183,163.7,0,male,0,35.0,0,0,7,11,5,13.34,0,2015,Enrolled
single,1,4,9147,daytime,1.0,120.0,PT,38.0,38,5,10,111.3,0,f,0,20.0,0,0,5,8,5,10.2,0,2015,Enrolled
single,1,1,9147,daytime,1.0,135.0,PT,38.0,19,9,5,126.3,0,female,0,18.0,0,0,5,11,2,13.5,0,2017,Enrolled
single,1,1,9147,daytime,1.0,120.0,PT,34.0,34,99,99,111.6,1,female,1,21.0,0,0,5,5,5,12.6,0,2010,Enrolled
single,17,2,9853,daytime,1.0,114.0,PT,1.0,1,4,0,108.8,0,male,0,18.0,0,0,7,11,5,11.4,0,2014,Enrolled
single,17,2,9853,daytime,1.0,126.0,PT,1.0,19,2,10,126.0,0,male,0,19.0,0,0,6,9,5,13.0,0,2008,Enrolled
single,1,4,9773,daytime,1.0,137.0,PT,3.0,19,2,3,139.8,0,male,0,18.0,0,0,6,10,6,12.571428571428571,0,2010,Enrolled
single,44,1,9991,evening,39.0,150.0,PT,37.0,37,6,6,150.0,0,male,0,31.0,0,2,6,8,6,12.0,0,2009,Enrolled
single,1,1,9070,daytime,1.0,140.0,PT,19.0,38,4,4,138.3,0,female,0,20.0,0,1,6,8,6,13.428571428571429,1,2014,Enrolled
married,44,1,9119,daytime,39.0,160.0,PT,37.0,37,9,9,160.0,1,female,0,41.0,0,3,7,15,5,14.333333333333334,0,2015,Enrolled
single,1,4,9238,daytime,1.0,125.0,PT,19.0,38,9,6,114.9,1,male,1,19.0,0,0,6,9,5,11.4,0,2017,Enrolled
married,42,1,9991,evening,1.0,130.0,PT,3.0,2,2,2,130.0,0,female,0,27.0,0,2,2,2,2,12.5,0,2011,Enrolled
single,1,1,9853,daytime,1.0,127.0,PT,3.0,1,3,7,137.2,0,male,0,18.0,0,0,6,7,6,12.166666666666666,0,2010,Enrolled
single,44,1,9085,daytime,39.0,140.0,PT,37.0,38,5,6,140.0,0,male,0,21.0,0,2,6,16,5,12.666666666666666,0,2013,Enrolled
single,39,1,9991,evening,1.0,160.0,BR,37.0,19,9,9,160.0,0,male,1,31.0,1,0,5,13,4,10.5,0,2012,Enrolled
single,17,1,9500,daytime,1.0,160.0,PT,38.0,38,7,7,147.8,0,male,0,20.0,0,0,7,11,6,11.757142857142856,0,2012,Enrolled
single,1,4,9670,daytime,1.0,130.0,PT,1.0,1,9,9,124.1,0,male,0,18.0,0,0,6,6,6,14.166666666666666,0,2017,Enrolled
single,1,1,9119,daytime,1.0,142.0,PT,1.0,38,4,3,129.8,0,female,0,18.0,0,0,5,5,0,0.0,0,2010,Enrolled
single,1,1,9130,daytime,1.0,133.1,PT,1.0,1,3,9,138.0,0,male,0,20.0,0,0,6,11,6,13.333333333333334,0,2013,Enrolled
single,17,1,9670,daytime,1.0,115.0,PT,1.0,1,4,4,109.1,0,male,1,19.0,0,0,6,7,6,13.285714285714286,0,2015,Enrolled
single,1,1,9670,daytime,1.0,127.0,PT,19.0,1,5,7,118.3,0,male,0,18.0,0,0,6,7,6,12.333333333333334,0,2014,Enrolled
single,44,1,9085,daytime,39.0,150.0,PT,19.0,38,194,193,150.0,0,male,0,23.0,0,0,6,11,4,11.5,0,2017,Enrolled
single,1,1,9238,daytime,1.0,138.0,PT,37.0,37,9,9,135.9,0,male,0,19.0,0,0,6,11,5,11.6,0,2008,Enrolled
single,39,1,9085,daytime,1.0,130.0,PT,4.0,1,2,9,120.0,0,male,0,26.0,0,0,6,8,6,15.428571428571429,0,2016,Enrolled
single,1,1,9147,daytime,1.0,128.0,PT,38.0,37,5,6,122.1,0,male,1,18.0,0,0,5,11,4,11.571428571428571,0,2014,Enrolled
single,17,1,9147,daytime,1.0,147.0,PT,37.0,37,9,6,142.8,1,male,1,19.0,0,0,5,5,5,12.8,0,2016,Enrolled
single,15,1,9556,daytime,1.0,137.0,ST,19.0,1,9,4,137.0,1,male,0,19.0,1,0,7,11,0,0.0,4,2017,Enrolled
single,43,1,9119,daytime,1.0,146.0,PT,3.0,1,2,3,100.0,0,female,0,18.0,0,0,5,9,4,12.25,0,2014,Enrolled
single,1,6,9500,daytime,1.0,122.0,PT,1.0,1,4,4,119.6,0,male,0,21.0,0,0,7,8,6,13.25,0,2014,Enrolled
single,1,3,9147,daytime,1.0,127.0,PT,1.0,38,5,7,123.5,0,male,1,19.0,0,0,5,5,5,11.6,0,2009,Enrolled
single,1,1,9130,daytime,1.0,117.0,PT,1.0,1,9,9,109.3,0,male,0,20.0,0,0,5,10,4,12.5,0,2011,Enrolled
single,1,1,9853,daytime,1.0,120.0,PT,19.0,37,5,7,115.1,0,male,1,18.0,0,0,6,11,4,12.0,0,2012,Enrolled
single,1,1,9254,daytime,1.0,123.0,PT,19.0,19,9,4,117.8,0,female,0,19.0,0,0,6,10,4,12.75,0,2010,Enrolled
single,1,1,9085,daytime,1.0,122.0,PT,1.0,1,2,5,113.3,0,male,0,18.0,0,0,5,9,4,14.25,0,2010,Enrolled
single,17,2,9070,daytime,1.0,152.0,PT,39.0,39,3,3,134.2,0,female,0,20.0,0,0,6,7,5,11.8,0,2012,Enrolled
single,1,2,9119,daytime,1.0,149.0,PT,38.0,38,5,5,141.0,0,female,0,18.0,0,0,5,9,2,11.666666666666666,0,2008,Enrolled
single,51,1,9085,daytime,40.0,120.0,PT,3.0,3,4,2,125.0,0,male,0,28.0,0,0,6,8,6,14.428571428571429,0,2016,Enrolled
single,17,1,171,daytime,1.0,133.0,PT,1.0,1,6,7,134.8,0,male,0,18.0,0,0,0,0,0,0.0,0,2015,Enrolled
single,1,3,9500,daytime,1.0,140.0,ES,19.0,3,5,2,124.3,0,male,0,19.0,1,0,7,9,5,12.32,0,2015,Enrolled
single,39,1,9991,evening,1.0,120.0,PT,38.0,38,3,3,140.0,0,male,0,25.0,0,0,5,11,3,10.666666666666666,0,2012,Enrolled
single,53,1,9085,daytime,42.0,140.0,PT,19.0,38,8,9,144.9,1,male,0,23.0,0,7,11,18,11,13.166666666666666,0,2017,Enrolled
single,44,1,9119,daytime,39.0,140.0,PT,5.0,41,3,2,140.0,0,female,0,23.0,0,3,7,12,3,14.0,0,2015,Enrolled
single,1,1,9238,daytime,1.0,135.0,PT,38.0,38,4,7,121.7,0,male,1,18.0,0,0,6,14,0,0.0,0,2008,Enrolled
single,1,2,9147,daytime,1.0,116.0,PT,37.0,1,5,3,124.8,0,female,0,20.0,0,0,5,9,2,14.333333333333334,0,2008,Enrolled
single,17,1,9670,daytime,1.0,141.0,PT,1.0,19,8,7,128.8,0,male,0,19.0,0,0,6,6,6,14.833333333333334,0,2017,Enrolled
single,1,1,9119,daytime,1.0,160.0,PT,37.0,37,9,6,153.7,0,female,0,19.0,0,0,5,7,1,13.0,0,2009,Enrolled
single,39,2,9991,evening,1.0,172.0,PT,19.0,37,9,8,150.0,0,male,1,28.0,0,0,5,7,5,10.6,0,2009,Enrolled
single,17,6,9147,daytime,1.0,133.0,PT,19.0,38,5,6,123.2,0,female,0,20.0,0,0,5,7,3,12.666666666666666,1,2009,Enrolled
facto union,1,3,9085,daytime,1.0,133.0,PT,19.0,19,4,7,119.7,0,male,0,21.0,0,0,5,13,5,12.2,2,2009,Enrolled
single,1,1,8014,evening,1.0,123.0,PT,3.0,1,2,9,127.6,0,female,0,20.0,0,0,6,6,6,11.833333333333334,0,2010,Enrolled
single,1,1,9119,daytime,1.0,126.0,PT,38.0,19,5,5,130.2,0,female,0,19.0,0,0,5,7,5,10.2,0,2010,Enrolled
single,17,1,9119,daytime,1.0,141.0,PT,37.0,1,9,2,133.0,0,female,0,18.0,0,0,5,10,4,13.0,0,2008,Enrolled
single,39,1,8014,evening,1.0,120.0,ML,1.0,1,4,7,119.5,1,male,0,25.0,1,2,6,6,6,11.333333333333334,0,2017,Enrolled
single,17,2,9500,daytime,1.0,140.0,PT,1.0,1,5,10,128.5,0,male,0,18.0,0,0,7,9,5,14.06,0,2015,Enrolled
single,43,1,9147,daytime,1.0,123.0,PT,3.0,19,9,9,113.2,0,male,0,21.0,0,3,10,18,6,11.166666666666666,2,2008,Enrolled
divorced,39,1,9991,evening,1.0,120.0,PT,37.0,37,9,9,110.0,0,male,0,37.0,0,0,5,14,2,10.0,0,2011,Enrolled
single,39,1,9991,evening,1.0,150.0,PT,19.0,37,9,8,138.5,0,male,0,26.0,0,0,5,10,4,12.0,0,2007,Enrolled
single,1,1,9254,daytime,1.0,143.0,PT,2.0,37,1,1,133.2,0,male,0,19.0,0,0,6,9,5,13.4,0,2010,Enrolled
single,43,1,9670,daytime,1.0,132.0,PT,3.0,19,4,8,120.5,0,female,0,19.0,0,0,6,17,4,12.5,0,2014,Enrolled
single,17,3,9070,daytime,1.0,131.0,PT,38.0,37,5,5,120.2,0,female,0,18.0,0,0,6,6,6,12.833333333333334,0,2012,Enrolled
married,53,1,9147,daytime,42.0,130.0,PT,19.0,19,175,152,132.4,0,male,0,30.0,0,6,11,20,9,12.22222222222222,0,2017,Enrolled
single,17,1,9147,daytime,1.0,136.0,PT,1.0,1,9,3,122.7,0,female,0,18.0,0,0,5,6,5,12.0,0,2012,Enrolled
single,43,1,33,daytime,1.0,143.0,PT,37.0,1,9,10,121.2,0,female,0,25.0,0,5,10,13,5,11.6,0,2015,Enrolled
single,17,1,9853,daytime,1.0,125.0,PT,3.0,3,3,3,116.6,0,male,1,18.0,0,0,7,7,7,12.285714285714286,0,2017,Enrolled
single,1,1,171,daytime,1.0,136.0,PT,3.0,37,2,8,121.7,0,male,0,18.0,0,0,0,0,0,0.0,0,2009,Enrolled
single,1,1,9991,evening,1.0,140.0,PT,37.0,37,9,9,124.6,0,male,0,29.0,0,0,5,11,5,11.4,0,2012,Enrolled
single,18,1,9147,daytime,1.0,100.0,PT,38.0,38,5,5,101.8,0,male,0,24.0,0,0,5,5,5,10.8,0,2010,Enrolled
single,1,1,9147,daytime,1.0,166.0,PT,19.0,37,4,8,146.4,0,female,0,27.0,0,0,5,12,3,10.0,0,2008,Enrolled
divorced,7,1,9500,daytime,40.0,130.0,PT,37.0,37,3,3,130.0,0,male,0,32.0,0,0,7,16,4,13.625,0,2015,Enrolled
single,17,1,9670,daytime,1.0,123.0,PT,37.0,38,3,3,122.0,1,female,0,19.0,0,0,6,7,6,13.166666666666666,0,2017,Enrolled
single,17,1,9130,daytime,1.0,137.0,PT,38.0,19,5,7,130.0,0,male,0,21.0,0,0,6,12,5,13.6,0,2015,Enrolled
single,17,1,9853,daytime,1.0,112.0,PT,2.0,19,3,9,106.1,0,male,0,19.0,0,0,6,8,5,12.333333333333334,0,2012,Enrolled
single,1,1,9070,daytime,1.0,132.0,PT,1.0,1,4,9,136.6,0,female,0,19.0,0,0,6,7,5,11.4,0,2008,Enrolled
single,43,1,9238,daytime,1.0,122.0,PT,19.0,19,5,5,114.3,0,male,0,22.0,0,5,10,15,8,11.0,0,2009,Enrolled
single,17,1,9853,daytime,1.0,138.0,PT,38.0,38,7,6,124.7,0,male,0,18.0,0,0,6,11,3,12.333333333333334,0,2009,Enrolled
married,39,2,9991,evening,1.0,150.0,PT,37.0,37,9,9,120.0,0,male,0,43.0,0,0,5,11,3,10.666666666666666,0,2009,Enrolled
single,1,1,9853,daytime,1.0,163.0,PT,19.0,1,5,10,146.6,1,male,0,18.0,0,0,6,9,5,13.6,0,2009,Enrolled
single,17,2,9119,daytime,1.0,127.0,PT,19.0,1,9,10,121.1,0,female,1,18.0,0,0,5,6,5,13.2,0,2017,Enrolled
single,43,1,9500,daytime,1.0,170.0,PT,19.0,37,8,8,100.0,0,male,0,20.0,0,0,7,8,6,13.25,0,2014,Enrolled
single,39,1,9500,daytime,1.0,120.0,PT,37.0,37,9,9,100.0,0,female,0,34.0,0,0,7,15,6,11.333333333333334,0,2013,Enrolled
married,39,1,9991,evening,39.0,140.0,PT,38.0,19,9,5,110.0,0,male,1,35.0,0,0,5,9,3,11.666666666666666,0,2011,Enrolled
single,44,1,9130,daytime,39.0,150.0,PT,1.0,1,4,4,150.0,0,male,0,20.0,0,0,5,7,4,12.0,1,2010,Enrolled
single,17,3,9119,daytime,1.0,135.0,PT,1.0,19,141,193,121.7,0,female,0,18.0,0,0,5,7,5,11.8,0,2017,Enrolled
single,1,1,9147,daytime,1.0,124.0,PT,38.0,19,3,10,128.6,0,male,0,20.0,0,0,5,5,4,12.0,0,2008,Enrolled
single,17,2,9238,daytime,1.0,133.0,PT,2.0,1,3,4,136.2,0,male,0,19.0,0,0,6,14,1,11.5,0,2008,Enrolled
single,1,4,9500,daytime,1.0,127.0,PT,19.0,37,7,7,121.5,0,female,0,20.0,0,0,7,7,6,13.016666666666666,0,2008,Enrolled
single,1,2,9853,daytime,1.0,121.0,PT,38.0,38,7,5,120.0,0,male,0,18.0,0,0,6,10,3,12.0,0,2010,Enrolled
single,43,1,9500,daytime,1.0,127.0,PT,19.0,19,4,7,121.1,0,male,1,18.0,0,0,7,11,5,12.16,0,2013,Enrolled
single,1,1,9853,daytime,1.0,110.0,PT,37.0,37,9,4,114.3,0,female,0,42.0,0,0,6,9,5,12.4,0,2008,Enrolled
single,1,3,9500,daytime,1.0,143.0,PT,37.0,38,7,7,133.8,0,male,0,18.0,0,0,8,8,8,14.26875,0,2009,Enrolled
single,1,1,9853,daytime,1.0,124.0,PT,3.0,1,2,5,121.6,0,male,0,18.0,0,0,6,9,5,12.333333333333334,0,2012,Enrolled
single,16,2,9070,daytime,1.0,133.0,PT,1.0,3,4,2,122.5,0,male,0,18.0,0,0,6,11,1,11.0,1,2008,Enrolled
single,39,1,9085,daytime,1.0,133.1,PT,3.0,3,4,2,144.9,0,male,0,26.0,0,0,6,11,3,11.75,0,2015,Enrolled
single,42,1,9003,daytime,1.0,140.0,PT,1.0,3,4,2,140.0,0,female,0,23.0,0,0,6,14,5,12.0,0,2012,Enrolled
married,39,1,9991,evening,1.0,120.0,PT,37.0,37,9,10,170.0,0,male,0,34.0,0,0,5,12,2,11.5,0,2009,Enrolled
facto union,39,1,9147,daytime,1.0,133.1,PT,19.0,19,9,9,119.8,0,female,0,26.0,0,0,5,9,5,12.0,0,2016,Enrolled
single,18,5,9119,daytime,1.0,136.0,PT,3.0,2,2,3,125.2,0,female,0,19.0,0,0,5,9,5,11.833333333333334,0,2015,Enrolled
single,39,1,8014,evening,1.0,155.0,PT,19.0,37,4,5,117.5,0,male,0,34.0,0,0,6,6,4,13.25,0,2011,Enrolled
single,43,1,9238,daytime,1.0,109.0,PT,19.0,37,5,5,108.3,0,male,1,21.0,0,0,6,15,2,10.5,0,2010,Enrolled
single,17,3,9254,daytime,1.0,115.0,PT,37.0,19,5,5,109.8,0,male,0,19.0,0,0,6,8,4,11.25,0,2010,Enrolled
single,1,2,9254,daytime,1.0,125.0,PT,1.0,19,4,1,121.5,0,female,0,18.0,0,0,6,12,5,11.0,0,2009,Enrolled
single,1,2,8014,evening,1.0,96.0,PT,3.0,1,3,9,100.0,0,male,0,20.0,0,0,6,10,5,12.0,0,2009,Enrolled
single,17,1,171,daytime,1.0,146.0,PT,1.0,38,9,9,135.5,1,male,0,22.0,0,12,17,19,12,11.833333333333334,0,2016,Enrolled
single,1,1,9670,daytime,1.0,133.1,PT,1.0,37,9,10,139.0,0,female,0,21.0,0,0,6,6,5,12.8,0,2010,Enrolled
single,39,2,9556,daytime,1.0,130.0,PT,37.0,37,9,9,159.0,0,male,0,25.0,0,0,7,11,7,11.857142857142858,0,2015,Enrolled
single,1,1,9254,daytime,1.0,123.0,PT,38.0,37,5,5,125.1,0,male,0,20.0,0,0,6,12,4,11.0,0,2013,Enrolled
single,39,1,9500,daytime,19.0,133.1,PT,37.0,38,151,161,143.7,0,male,0,27.0,0,0,7,12,4,14.0,0,2015,Enrolled
single,39,1,9991,evening,1.0,120.0,PT,37.0,37,9,9,119.9,0,male,0,50.0,0,0,5,9,2,10.5,0,2011,Enrolled
single,39,1,9500,daytime,1.0,133.1,PT,1.0,38,3,7,121.7,0,male,1,27.0,0,0,7,8,6,12.6,0,2015,Enrolled
single,1,1,9773,daytime,1.0,127.0,PT,1.0,19,7,7,121.8,0,male,1,20.0,0,0,6,11,4,14.0,0,2009,Enrolled
single,18,4,9119,daytime,1.0,134.0,PT,19.0,38,194,175,124.9,1,female,0,18.0,0,0,5,11,3,10.666666666666666,0,2017,Enrolled
single,17,5,9238,daytime,1.0,131.0,PT,19.0,37,5,7,120.2,0,male,1,19.0,0,0,6,9,5,11.333333333333334,0,2014,Enrolled
single,17,4,9147,daytime,1.0,112.0,PT,19.0,38,9,10,112.0,0,male,0,20.0,0,0,5,10,3,10.333333333333334,0,2013,Enrolled
single,43,2,9853,daytime,1.0,118.0,PT,19.0,1,5,4,110.0,0,male,0,20.0,0,0,6,10,4,12.25,0,2010,Enrolled
single,1,5,9147,daytime,1.0,125.0,PT,37.0,38,7,7,122.2,0,male,0,18.0,0,0,5,9,1,11.0,0,2008,Enrolled
single,1,1,9085,daytime,1.0,145.0,PT,38.0,37,3,9,138.4,0,male,0,18.0,0,0,6,7,6,14.833333333333334,0,2017,Enrolled
single,53,1,9670,daytime,42.0,140.0,PT,19.0,37,3,6,140.0,1,male,0,21.0,0,0,6,12,1,12.0,0,2017,Enrolled
married,39,1,9991,evening,1.0,130.0,PT,37.0,37,9,9,127.8,0,female,0,37.0,0,0,5,7,4,10.75,0,2008,Enrolled
single,17,1,9773,daytime,1.0,144.0,PT,19.0,19,4,4,130.7,0,male,0,20.0,0,0,6,9,6,11.666666666666666,0,2008,Enrolled
single,39,1,9500,daytime,1.0,150.0,PT,1.0,19,5,3,140.0,0,male,0,26.0,0,0,7,11,5,11.2,0,2013,Enrolled
single,17,4,9119,daytime,1.0,127.0,PT,19.0,19,5,5,120.4,1,female,0,18.0,0,0,5,12,0,0.0,0,2009,Enrolled
single,15,1,9556,daytime,1.0,114.0,ST,3.0,19,122,144,114.0,0,male,0,20.0,1,0,7,14,0,0.0,6,2017,Enrolled
single,39,1,9238,daytime,1.0,160.0,PT,38.0,1,9,3,124.0,1,female,0,28.0,0,2,8,15,7,11.0,0,2010,Enrolled
single,1,1,9853,daytime,1.0,142.0,PT,19.0,1,9,1,132.6,0,male,0,18.0,0,0,6,8,5,12.8,0,2009,Enrolled
single,1,1,9238,daytime,1.0,108.0,PT,1.0,38,5,8,105.9,0,male,1,20.0,0,0,6,11,5,10.6,0,2016,Enrolled
single,44,1,9003,daytime,39.0,140.0,PT,37.0,37,9,4,140.0,0,male,0,24.0,0,0,6,10,6,11.428571428571429,0,2015,Enrolled
single,1,1,9147,daytime,1.0,120.0,PT,1.0,19,7,7,111.3,0,female,1,18.0,0,0,5,10,4,10.8,0,2012,Enrolled
single,1,1,9254,daytime,1.0,131.0,PT,37.0,19,9,9,134.5,0,female,0,25.0,0,0,6,8,6,13.166666666666666,0,2008,Enrolled
single,1,1,9238,daytime,1.0,151.0,PT,19.0,38,9,9,157.0,1,male,1,18.0,0,0,6,8,5,11.6,0,2008,Enrolled
single,1,1,9670,daytime,1.0,120.0,PT,38.0,19,4,8,115.1,0,male,0,19.0,0,0,6,8,3,11.666666666666666,0,2010,Enrolled
single,1,1,9853,daytime,1.0,133.0,PT,1.0,38,5,10,131.3,0,male,0,20.0,0,0,6,9,5,14.333333333333334,0,2012,Enrolled
single,17,2,9254,daytime,1.0,135.0,PT,19.0,19,4,3,135.0,0,female,0,20.0,0,0,6,8,6,11.833333333333334,0,2008,Enrolled
married,7,1,9147,daytime,3.0,110.0,PT,19.0,1,9,9,110.0,0,male,0,33.0,0,5,8,10,6,12.833333333333334,0,2016,Enrolled
single,1,2,9670,daytime,1.0,117.0,PT,3.0,1,3,5,110.7,0,female,0,20.0,0,0,6,10,5,14.0,0,2016,Enrolled
single,1,2,9238,daytime,1.0,145.0,PT,1.0,19,4,8,121.4,0,male,0,20.0,0,0,6,13,0,0.0,0,2009,Enrolled
single,1,1,9773,daytime,1.0,143.0,PT,3.0,3,2,5,144.8,0,male,0,19.0,0,0,6,6,6,12.166666666666666,0,2013,Enrolled
single,1,1,9254,daytime,1.0,120.0,PT,1.0,1,9,10,118.3,0,female,0,20.0,0,0,6,8,6,12.857142857142858,0,2017,Enrolled
single,39,1,9130,daytime,1.0,130.0,PT,19.0,1,191,144,110.0,0,female,0,24.0,0,0,6,11,6,11.333333333333334,0,2013,Enrolled
single,51,1,9147,daytime,1.0,99.0,PT,3.0,1,3,3,99.7,1,male,0,22.0,0,0,5,8,0,0.0,0,2017,Enrolled
single,1,1,9991,evening,1.0,122.0,PT,37.0,37,9,3,113.6,0,female,0,26.0,0,0,5,11,2,11.5,0,2008,Enrolled
single,1,1,9085,daytime,1.0,131.0,PT,37.0,37,9,6,130.7,1,male,0,21.0,0,0,5,9,2,11.5,0,2010,Enrolled
single,17,2,9085,daytime,1.0,138.0,PT,37.0,37,9,7,123.3,0,male,0,19.0,0,0,5,15,3,14.0,3,2009,Enrolled
single,17,1,9238,daytime,1.0,128.0,PT,19.0,19,191,175,118.6,0,male,1,20.0,0,0,6,8,5,13.2,0,2017,Enrolled
single,1,1,9670,daytime,1.0,119.0,PT,1.0,19,4,10,115.5,0,male,0,19.0,0,0,6,8,4,11.0,0,2010,Enrolled
single,16,3,9853,daytime,1.0,134.0,PT,37.0,19,9,5,121.4,0,male,1,23.0,0,0,6,10,4,14.25,1,2008,Enrolled
single,39,1,8014,evening,19.0,100.0,PT,37.0,37,5,5,111.0,0,male,1,26.0,0,0,6,10,3,12.333333333333334,0,2008,Enrolled
single,44,1,9085,daytime,39.0,140.0,PT,38.0,38,9,7,140.0,0,male,0,20.0,0,2,6,9,6,12.666666666666666,0,2014,Enrolled
single,17,1,9085,daytime,1.0,134.0,PT,19.0,37,2,7,131.2,0,male,0,19.0,0,0,5,8,1,11.0,0,2008,Enrolled
single,53,1,9003,daytime,1.0,130.0,PT,19.0,1,9,9,130.0,1,female,0,21.0,0,7,12,20,10,11.8,0,2017,Enrolled
single,1,5,9500,daytime,1.0,130.0,PT,1.0,3,9,10,118.1,0,female,0,18.0,0,0,7,10,6,12.035714285714286,0,2014,Enrolled
single,1,1,9254,daytime,1.0,118.0,PT,37.0,37,7,7,114.2,0,male,0,18.0,0,0,6,10,5,12.2,0,2013,Enrolled
single,39,1,9556,daytime,40.0,130.0,PT,1.0,1,4,5,145.0,0,male,0,25.0,0,0,7,10,6,12.125,0,2012,Enrolled
divorced,39,1,9991,evening,1.0,133.1,PT,37.0,37,9,9,130.4,0,male,0,30.0,0,0,5,10,3,10.666666666666666,0,2011,Enrolled
single,1,1,9119,daytime,1.0,150.0,PT,1.0,1,3,3,143.4,0,female,1,20.0,0,0,5,5,5,14.2,0,2017,Enrolled
single,1,5,9773,daytime,1.0,125.0,PT,37.0,3,5,2,126.1,0,female,0,22.0,0,0,6,10,5,13.4,0,2009,Enrolled
single,17,1,9147,daytime,1.0,148.0,PT,38.0,37,5,5,134.0,0,female,0,18.0,0,0,5,9,0,0.0,0,2008,Enrolled
single,44,1,9003,daytime,1.0,140.0,PT,1.0,1,4,5,140.0,0,female,0,20.0,0,0,6,11,6,11.285714285714286,0,2013,Enrolled
single,1,1,9853,daytime,1.0,133.0,PT,37.0,19,7,7,126.7,0,male,0,18.0,0,0,6,9,5,11.833333333333334,0,2012,Enrolled
single,18,1,9991,evening,1.0,133.1,PT,38.0,38,5,5,145.0,0,male,1,21.0,0,0,5,6,4,12.25,0,2010,Enrolled
single,39,1,9119,daytime,1.0,133.1,PT,37.0,19,9,3,123.0,0,female,1,28.0,0,0,5,16,3,14.333333333333334,0,2009,Enrolled
single,17,4,9119,daytime,1.0,139.0,PT,37.0,19,9,4,133.1,0,female,0,18.0,0,0,5,8,4,12.5,0,2008,Enrolled
single,44,1,9003,daytime,1.0,130.0,PT,5.0,3,2,2,130.0,0,female,0,20.0,0,1,7,13,3,10.666666666666666,0,2012,Enrolled
married,17,5,9119,daytime,1.0,126.0,PT,37.0,38,4,4,122.9,0,female,0,21.0,0,0,5,10,4,13.2,0,2008,Enrolled
single,17,2,9254,daytime,1.0,118.0,CV,19.0,37,9,9,110.3,0,male,0,18.0,1,0,6,7,5,12.6,0,2016,Enrolled
single,5,1,9853,daytime,1.0,119.0,PT,1.0,38,5,8,118.3,0,male,0,22.0,0,0,6,11,3,15.0,0,2009,Enrolled
single,39,1,9991,evening,1.0,130.0,PT,1.0,1,4,10,115.2,0,female,0,24.0,0,0,5,5,4,12.0,0,2015,Enrolled
single,39,1,8014,evening,1.0,120.0,PT,37.0,37,9,7,106.8,0,male,0,49.0,0,0,6,9,5,12.333333333333334,0,2014,Enrolled
single,5,1,9147,daytime,1.0,126.0,PT,19.0,38,5,6,117.3,0,male,0,19.0,0,0,5,15,3,10.8,0,2014,Enrolled
single,17,1,9119,daytime,1.0,131.0,PT,1.0,3,9,10,123.7,0,female,0,20.0,0,0,5,7,4,12.0,0,2010,Enrolled
single,44,1,9085,daytime,1.0,130.0,PT,1.0,1,4,3,130.0,0,male,0,20.0,0,0,6,13,5,11.8,0,2015,Enrolled
single,1,4,9500,daytime,1.0,118.0,PT,19.0,19,3,3,110.0,0,male,0,19.0,0,0,7,12,4,12.85,0,2016,Enrolled
single,17,1,9500,daytime,1.0,141.0,PT,2.0,38,2,10,135.4,0,male,0,18.0,0,0,7,9,7,12.50625,0,2014,Enrolled
single,42,1,9003,daytime,1.0,140.0,PT,19.0,19,4,4,140.0,0,female,0,25.0,0,0,6,14,5,11.666666666666666,0,2012,Enrolled
single,18,5,9853,daytime,1.0,110.0,PT,19.0,37,7,7,110.0,0,male,0,20.0,0,0,6,10,4,12.75,0,2010,Enrolled
married,39,1,9003,daytime,1.0,150.0,PT,3.0,3,2,2,120.0,1,male,0,34.0,0,1,6,10,6,14.333333333333334,0,2016,Enrolled
single,39,1,9500,daytime,1.0,148.0,PT,3.0,19,2,5,130.0,0,male,0,24.0,0,0,8,12,7,12.714285714285714,0,2011,Enrolled
single,1,2,9500,daytime,1.0,130.0,PT,1.0,38,9,9,125.1,0,male,1,18.0,0,0,7,9,6,12.816666666666668,0,2016,Enrolled
single,39,1,9500,daytime,40.0,130.0,PT,37.0,37,9,7,130.0,0,male,0,27.0,0,3,8,12,7,12.457142857142856,0,2011,Enrolled
single,17,1,9238,daytime,1.0,154.0,PT,19.0,37,9,7,140.4,0,male,1,20.0,0,0,6,13,2,10.0,0,2008,Enrolled
single,43,2,9500,daytime,1.0,136.0,PT,19.0,1,9,10,124.1,0,female,1,21.0,0,0,8,8,0,0.0,8,2009,Enrolled
single,16,3,9853,daytime,1.0,134.0,PT,19.0,37,9,9,121.1,0,male,0,19.0,0,0,6,8,5,12.2,0,2010,Enrolled
single,53,1,9085,daytime,42.0,130.0,PT,19.0,1,9,9,130.0,1,male,0,24.0,0,7,9,9,8,13.125,0,2017,Enrolled
